P.k1.,T.k2.,Dry_Price.k3.,Wet_Price.k4.,Capital_cost.k5.,OM_cost.k6.,Sediment.k7.,Seismic.k8.,NPV,Build_decision
-20,0,0.168,0.092,100,100,0.8,1,47.77180812,1
0,0,0.168,0.092,100,100,0.8,1,53.47219203,1
20,0,0.168,0.092,100,100,0.8,1,59.21522676,1
40,0,0.168,0.092,100,100,0.8,1,65.1453722,1
-40,2,0.168,0.092,100,100,0.8,1,12.71987893,1
-20,2,0.168,0.092,100,100,0.8,1,47.25743663,1
0,2,0.168,0.092,100,100,0.8,1,52.87599183,1
20,2,0.168,0.092,100,100,0.8,1,58.48023809,1
40,2,0.168,0.092,100,100,0.8,1,64.30130015,1
-40,4,0.168,0.092,100,100,0.8,1,10.14584884,1
-20,4,0.168,0.092,100,100,0.8,1,45.17213418,1
0,4,0.168,0.092,100,100,0.8,1,51.94314261,1
20,4,0.168,0.092,100,100,0.8,1,57.22824826,1
40,4,0.168,0.092,100,100,0.8,1,62.78357218,1
-40,6,0.168,0.092,100,100,0.8,1,9.252193003,1
-20,6,0.168,0.092,100,100,0.8,1,42.71809383,1
0,6,0.168,0.092,100,100,0.8,1,51.17832283,1
20,6,0.168,0.092,100,100,0.8,1,56.17887809,1
40,6,0.168,0.092,100,100,0.8,1,61.23404837,1
-40,0,0.042,0.023,200,100,0.8,1,-21.07584985,0
-20,0,0.042,0.023,200,100,0.8,1,-13.05704797,0
0,0,0.042,0.023,200,100,0.8,1,-11.63195199,0
20,0,0.042,0.023,200,100,0.8,1,-10.19619331,0
40,0,0.042,0.023,200,100,0.8,1,-8.713656949,0
-40,2,0.042,0.023,200,100,0.8,1,-21.82003027,0
-20,2,0.042,0.023,200,100,0.8,1,-13.18564084,0
0,2,0.042,0.023,200,100,0.8,1,-11.78100204,0
20,2,0.042,0.023,200,100,0.8,1,-10.37994048,0
40,2,0.042,0.023,200,100,0.8,1,-8.924674963,0
-40,4,0.042,0.023,200,100,0.8,1,-22.46353779,0
-20,4,0.042,0.023,200,100,0.8,1,-13.70696646,0
0,4,0.042,0.023,200,100,0.8,1,-12.01421435,0
20,4,0.042,0.023,200,100,0.8,1,-10.69293793,0
40,4,0.042,0.023,200,100,0.8,1,-9.304106955,0
-40,6,0.042,0.023,200,100,0.8,1,-22.68695175,0
-20,6,0.042,0.023,200,100,0.8,1,-14.32047654,0
0,6,0.042,0.023,200,100,0.8,1,-12.20541929,0
20,6,0.042,0.023,200,100,0.8,1,-10.95528048,0
40,6,0.042,0.023,200,100,0.8,1,-9.691487909,0
-40,0,0.084,0.023,200,100,0.8,1,-18.4831676,0
-20,0,0.084,0.023,200,100,0.8,1,-8.807335939,0
0,0,0.084,0.023,200,100,0.8,1,-5.957143983,0
20,0,0.084,0.023,200,100,0.8,1,-3.085626622,0
40,0,0.084,0.023,200,100,0.8,1,-0.120553898,0
-40,2,0.084,0.023,200,100,0.8,1,-19.39101437,0
-20,2,0.084,0.023,200,100,0.8,1,-9.064521687,0
0,2,0.084,0.023,200,100,0.8,1,-6.255244086,0
20,2,0.084,0.023,200,100,0.8,1,-3.453120953,0
40,2,0.084,0.023,200,100,0.8,1,-0.542589926,0
-40,4,0.084,0.023,200,100,0.8,1,-20.21308985,0
-20,4,0.084,0.023,200,100,0.8,1,-9.767499582,0
0,4,0.084,0.023,200,100,0.8,1,-6.721668697,0
20,4,0.084,0.023,200,100,0.8,1,-4.079115869,0
40,4,0.084,0.023,200,100,0.8,1,-1.30145391,0
-40,6,0.084,0.023,200,100,0.8,1,-20.47145208,0
-20,6,0.084,0.023,200,100,0.8,1,-10.44875976,0
0,6,0.084,0.023,200,100,0.8,1,-7.104078585,0
20,6,0.084,0.023,200,100,0.8,1,-4.603800954,0
40,6,0.084,0.023,200,100,0.8,1,-2.076215817,0
-40,0,0.168,0.023,200,100,0.8,1,-13.2978031,0
-20,0,0.168,0.023,200,100,0.8,1,-0.307911878,0
0,0,0.168,0.023,200,100,0.8,1,5.392472034,1
20,0,0.168,0.023,200,100,0.8,1,11.13550676,1
40,0,0.168,0.023,200,100,0.8,1,17.0656522,1
-40,2,0.168,0.023,200,100,0.8,1,-14.53298257,0
-20,2,0.168,0.023,200,100,0.8,1,-0.822283375,0
0,2,0.168,0.023,200,100,0.8,1,4.796271828,1
20,2,0.168,0.023,200,100,0.8,1,10.40051809,1
40,2,0.168,0.023,200,100,0.8,1,16.22158015,1
-40,4,0.168,0.023,200,100,0.8,1,-15.71219397,0
-20,4,0.168,0.023,200,100,0.8,1,-1.888565835,0
0,4,0.168,0.023,200,100,0.8,1,3.863422606,1
20,4,0.168,0.023,200,100,0.8,1,9.148528262,1
40,4,0.168,0.023,200,100,0.8,1,14.70385218,1
-40,6,0.168,0.023,200,100,0.8,1,-16.04045273,0
-20,6,0.168,0.023,200,100,0.8,1,-2.705326208,0
0,6,0.168,0.023,200,100,0.8,1,3.09860283,1
20,6,0.168,0.023,200,100,0.8,1,8.099158091,1
40,6,0.168,0.023,200,100,0.8,1,13.15432837,1
-40,0,0.042,0.046,200,100,0.8,1,-14.74438196,0
-20,0,0.042,0.046,200,100,0.8,1,-0.363807969,0
0,0,0.042,0.046,200,100,0.8,1,1.061288009,1
20,0,0.042,0.046,200,100,0.8,1,2.497046689,1
40,0,0.042,0.046,200,100,0.8,1,3.979583051,1
-40,2,0.042,0.046,200,100,0.8,1,-16.06907644,0
-20,2,0.042,0.046,200,100,0.8,1,-0.492400844,0
0,2,0.042,0.046,200,100,0.8,1,0.912237957,1
20,2,0.042,0.046,200,100,0.8,1,2.313299524,1
40,2,0.042,0.046,200,100,0.8,1,3.768565037,1
-40,4,0.042,0.046,200,100,0.8,1,-17.17752352,0
-20,4,0.042,0.046,200,100,0.8,1,-1.353399786,0
0,4,0.042,0.046,200,100,0.8,1,0.679025651,1
20,4,0.042,0.046,200,100,0.8,1,2.000302066,1
40,4,0.042,0.046,200,100,0.8,1,3.389133045,1
-40,6,0.042,0.046,200,100,0.8,1,-17.58940317,0
-20,6,0.042,0.046,200,100,0.8,1,-2.512669861,0
0,6,0.042,0.046,200,100,0.8,1,0.487820707,1
20,6,0.042,0.046,200,100,0.8,1,1.737959523,1
40,6,0.042,0.046,200,100,0.8,1,3.001752091,1
-40,0,0.084,0.046,200,100,0.8,1,-12.15169971,0
-20,0,0.084,0.046,200,100,0.8,1,3.885904061,1
0,0,0.084,0.046,200,100,0.8,1,6.736096017,1
20,0,0.084,0.046,200,100,0.8,1,9.607613378,1
40,0,0.084,0.046,200,100,0.8,1,12.5726861,1
-40,2,0.084,0.046,200,100,0.8,1,-13.64006054,0
-20,2,0.084,0.046,200,100,0.8,1,3.628718313,1
0,2,0.084,0.046,200,100,0.8,1,6.437995914,1
20,2,0.084,0.046,200,100,0.8,1,9.240119047,1
40,2,0.084,0.046,200,100,0.8,1,12.15065007,1
-40,4,0.084,0.046,200,100,0.8,1,-14.92707558,0
-20,4,0.084,0.046,200,100,0.8,1,2.586067088,1
0,4,0.084,0.046,200,100,0.8,1,5.971571303,1
20,4,0.084,0.046,200,100,0.8,1,8.614124131,1
40,4,0.084,0.046,200,100,0.8,1,11.39178609,1
-40,6,0.084,0.046,200,100,0.8,1,-15.3739035,0
-20,6,0.084,0.046,200,100,0.8,1,1.359046917,1
0,6,0.084,0.046,200,100,0.8,1,5.589161415,1
20,6,0.084,0.046,200,100,0.8,1,8.089439046,1
40,6,0.084,0.046,200,100,0.8,1,10.61702418,1
-40,0,0.168,0.046,200,100,0.8,1,-6.966335204,0
-20,0,0.168,0.046,200,100,0.8,1,12.38532812,1
0,0,0.168,0.046,200,100,0.8,1,18.08571203,1
20,0,0.168,0.046,200,100,0.8,1,23.82874676,1
40,0,0.168,0.046,200,100,0.8,1,29.7588922,1
-40,2,0.168,0.046,200,100,0.8,1,-8.782028741,0
-20,2,0.168,0.046,200,100,0.8,1,11.87095663,1
0,2,0.168,0.046,200,100,0.8,1,17.48951183,1
20,2,0.168,0.046,200,100,0.8,1,23.09375809,1
40,2,0.168,0.046,200,100,0.8,1,28.91482015,1
-40,4,0.168,0.046,200,100,0.8,1,-10.4261797,0
-20,4,0.168,0.046,200,100,0.8,1,10.46500084,1
0,4,0.168,0.046,200,100,0.8,1,16.55666261,1
20,4,0.168,0.046,200,100,0.8,1,21.84176826,1
40,4,0.168,0.046,200,100,0.8,1,27.39709218,1
-40,6,0.168,0.046,200,100,0.8,1,-10.94290415,0
-20,6,0.168,0.046,200,100,0.8,1,9.102480473,1
0,6,0.168,0.046,200,100,0.8,1,15.79184283,1
20,6,0.168,0.046,200,100,0.8,1,20.79239809,1
40,6,0.168,0.046,200,100,0.8,1,25.84756837,1
-40,0,0.042,0.092,200,100,0.8,1,-2.081446174,0
-20,0,0.042,0.092,200,100,0.8,1,25.02267203,1
0,0,0.042,0.092,200,100,0.8,1,26.44776801,1
20,0,0.042,0.092,200,100,0.8,1,27.88352669,1
40,0,0.042,0.092,200,100,0.8,1,29.36606305,1
-40,2,0.042,0.092,200,100,0.8,1,-4.567168769,0
-20,2,0.042,0.092,200,100,0.8,1,24.89407916,1
0,2,0.042,0.092,200,100,0.8,1,26.29871796,1
20,2,0.042,0.092,200,100,0.8,1,27.69977952,1
40,2,0.042,0.092,200,100,0.8,1,29.15504504,1
-40,4,0.042,0.092,200,100,0.8,1,-6.605494979,0
-20,4,0.042,0.092,200,100,0.8,1,23.35373355,1
0,4,0.042,0.092,200,100,0.8,1,26.06550565,1
20,4,0.042,0.092,200,100,0.8,1,27.38678207,1
40,4,0.042,0.092,200,100,0.8,1,28.77561304,1
-40,6,0.042,0.092,200,100,0.8,1,-7.394306019,0
-20,6,0.042,0.092,200,100,0.8,1,21.1029435,1
0,6,0.042,0.092,200,100,0.8,1,25.87430071,1
20,6,0.042,0.092,200,100,0.8,1,27.12443952,1
40,6,0.042,0.092,200,100,0.8,1,28.38823209,1
-40,0,0.084,0.092,200,100,0.8,1,0.511236079,1
-20,0,0.084,0.092,200,100,0.8,1,29.27238406,1
0,0,0.084,0.092,200,100,0.8,1,32.12257602,1
20,0,0.084,0.092,200,100,0.8,1,34.99409338,1
40,0,0.084,0.092,200,100,0.8,1,37.9591661,1
-40,2,0.084,0.092,200,100,0.8,1,-2.138152871,0
-20,2,0.084,0.092,200,100,0.8,1,29.01519831,1
0,2,0.084,0.092,200,100,0.8,1,31.82447591,1
20,2,0.084,0.092,200,100,0.8,1,34.62659905,1
40,2,0.084,0.092,200,100,0.8,1,37.53713007,1
-40,4,0.084,0.092,200,100,0.8,1,-4.355047039,0
-20,4,0.084,0.092,200,100,0.8,1,27.29320043,1
0,4,0.084,0.092,200,100,0.8,1,31.3580513,1
20,4,0.084,0.092,200,100,0.8,1,34.00060413,1
40,4,0.084,0.092,200,100,0.8,1,36.77826609,1
-40,6,0.084,0.092,200,100,0.8,1,-5.178806345,0
-20,6,0.084,0.092,200,100,0.8,1,24.97466028,1
0,6,0.084,0.092,200,100,0.8,1,30.97564141,1
20,6,0.084,0.092,200,100,0.8,1,33.47591905,1
40,6,0.084,0.092,200,100,0.8,1,36.00350418,1
-40,0,0.168,0.092,200,100,0.8,1,5.696600583,1
-20,0,0.168,0.092,200,100,0.8,1,37.77180812,1
0,0,0.168,0.092,200,100,0.8,1,43.47219203,1
20,0,0.168,0.092,200,100,0.8,1,49.21522676,1
40,0,0.168,0.092,200,100,0.8,1,55.1453722,1
-40,2,0.168,0.092,200,100,0.8,1,2.719878926,1
-20,2,0.168,0.092,200,100,0.8,1,37.25743663,1
0,2,0.168,0.092,200,100,0.8,1,42.87599183,1
20,2,0.168,0.092,200,100,0.8,1,48.48023809,1
40,2,0.168,0.092,200,100,0.8,1,54.30130015,1
-40,4,0.168,0.092,200,100,0.8,1,0.145848841,1
-20,4,0.168,0.092,200,100,0.8,1,35.17213418,1
0,4,0.168,0.092,200,100,0.8,1,41.94314261,1
20,4,0.168,0.092,200,100,0.8,1,47.22824826,1
40,4,0.168,0.092,200,100,0.8,1,52.78357218,1
-40,6,0.168,0.092,200,100,0.8,1,-0.747806997,0
-20,6,0.168,0.092,200,100,0.8,1,32.71809383,1
0,6,0.168,0.092,200,100,0.8,1,41.17832283,1
20,6,0.168,0.092,200,100,0.8,1,46.17887809,1
40,6,0.168,0.092,200,100,0.8,1,51.23404837,1
-40,0,0.042,0.023,300,100,0.8,1,-31.07584985,0
-20,0,0.042,0.023,300,100,0.8,1,-23.05704797,0
0,0,0.042,0.023,300,100,0.8,1,-21.63195199,0
20,0,0.042,0.023,300,100,0.8,1,-20.19619331,0
40,0,0.042,0.023,300,100,0.8,1,-18.71365695,0
-40,2,0.042,0.023,300,100,0.8,1,-31.82003027,0
-20,2,0.042,0.023,300,100,0.8,1,-23.18564084,0
0,2,0.042,0.023,300,100,0.8,1,-21.78100204,0
20,2,0.042,0.023,300,100,0.8,1,-20.37994048,0
40,2,0.042,0.023,300,100,0.8,1,-18.92467496,0
-40,4,0.042,0.023,300,100,0.8,1,-32.46353779,0
-20,4,0.042,0.023,300,100,0.8,1,-23.70696646,0
0,4,0.042,0.023,300,100,0.8,1,-22.01421435,0
20,4,0.042,0.023,300,100,0.8,1,-20.69293793,0
40,4,0.042,0.023,300,100,0.8,1,-19.30410696,0
-40,6,0.042,0.023,300,100,0.8,1,-32.68695175,0
-20,6,0.042,0.023,300,100,0.8,1,-24.32047654,0
0,6,0.042,0.023,300,100,0.8,1,-22.20541929,0
20,6,0.042,0.023,300,100,0.8,1,-20.95528048,0
40,6,0.042,0.023,300,100,0.8,1,-19.69148791,0
-40,0,0.084,0.023,300,100,0.8,1,-28.4831676,0
-20,0,0.084,0.023,300,100,0.8,1,-18.80733594,0
0,0,0.084,0.023,300,100,0.8,1,-15.95714398,0
20,0,0.084,0.023,300,100,0.8,1,-13.08562662,0
40,0,0.084,0.023,300,100,0.8,1,-10.1205539,0
-40,2,0.084,0.023,300,100,0.8,1,-29.39101437,0
-20,2,0.084,0.023,300,100,0.8,1,-19.06452169,0
0,2,0.084,0.023,300,100,0.8,1,-16.25524409,0
20,2,0.084,0.023,300,100,0.8,1,-13.45312095,0
40,2,0.084,0.023,300,100,0.8,1,-10.54258993,0
-40,4,0.084,0.023,300,100,0.8,1,-30.21308985,0
-20,4,0.084,0.023,300,100,0.8,1,-19.76749958,0
0,4,0.084,0.023,300,100,0.8,1,-16.7216687,0
20,4,0.084,0.023,300,100,0.8,1,-14.07911587,0
40,4,0.084,0.023,300,100,0.8,1,-11.30145391,0
-40,6,0.084,0.023,300,100,0.8,1,-30.47145208,0
-20,6,0.084,0.023,300,100,0.8,1,-20.44875976,0
0,6,0.084,0.023,300,100,0.8,1,-17.10407859,0
20,6,0.084,0.023,300,100,0.8,1,-14.60380095,0
40,6,0.084,0.023,300,100,0.8,1,-12.07621582,0
-40,0,0.168,0.023,300,100,0.8,1,-23.2978031,0
-20,0,0.168,0.023,300,100,0.8,1,-10.30791188,0
0,0,0.168,0.023,300,100,0.8,1,-4.607527966,0
20,0,0.168,0.023,300,100,0.8,1,1.135506756,1
40,0,0.168,0.023,300,100,0.8,1,7.065652205,1
-40,2,0.168,0.023,300,100,0.8,1,-24.53298257,0
-20,2,0.168,0.023,300,100,0.8,1,-10.82228337,0
0,2,0.168,0.023,300,100,0.8,1,-5.203728172,0
20,2,0.168,0.023,300,100,0.8,1,0.400518095,1
40,2,0.168,0.023,300,100,0.8,1,6.221580147,1
-40,4,0.168,0.023,300,100,0.8,1,-25.71219397,0
-20,4,0.168,0.023,300,100,0.8,1,-11.88856583,0
0,4,0.168,0.023,300,100,0.8,1,-6.136577394,0
20,4,0.168,0.023,300,100,0.8,1,-0.851471738,0
40,4,0.168,0.023,300,100,0.8,1,4.70385218,1
-40,6,0.168,0.023,300,100,0.8,1,-26.04045273,0
-20,6,0.168,0.023,300,100,0.8,1,-12.70532621,0
0,6,0.168,0.023,300,100,0.8,1,-6.90139717,0
20,6,0.168,0.023,300,100,0.8,1,-1.900841909,0
40,6,0.168,0.023,300,100,0.8,1,3.154328366,1
-40,0,0.042,0.046,300,100,0.8,1,-24.74438196,0
-20,0,0.042,0.046,300,100,0.8,1,-10.36380797,0
0,0,0.042,0.046,300,100,0.8,1,-8.938711991,0
20,0,0.042,0.046,300,100,0.8,1,-7.502953311,0
40,0,0.042,0.046,300,100,0.8,1,-6.020416949,0
-40,2,0.042,0.046,300,100,0.8,1,-26.06907644,0
-20,2,0.042,0.046,300,100,0.8,1,-10.49240084,0
0,2,0.042,0.046,300,100,0.8,1,-9.087762043,0
20,2,0.042,0.046,300,100,0.8,1,-7.686700476,0
40,2,0.042,0.046,300,100,0.8,1,-6.231434963,0
-40,4,0.042,0.046,300,100,0.8,1,-27.17752352,0
-20,4,0.042,0.046,300,100,0.8,1,-11.35339979,0
0,4,0.042,0.046,300,100,0.8,1,-9.320974349,0
20,4,0.042,0.046,300,100,0.8,1,-7.999697934,0
40,4,0.042,0.046,300,100,0.8,1,-6.610866955,0
-40,6,0.042,0.046,300,100,0.8,1,-27.58940317,0
-20,6,0.042,0.046,300,100,0.8,1,-12.51266986,0
0,6,0.042,0.046,300,100,0.8,1,-9.512179293,0
20,6,0.042,0.046,300,100,0.8,1,-8.262040477,0
40,6,0.042,0.046,300,100,0.8,1,-6.998247909,0
-40,0,0.084,0.046,300,100,0.8,1,-22.15169971,0
-20,0,0.084,0.046,300,100,0.8,1,-6.114095939,0
0,0,0.084,0.046,300,100,0.8,1,-3.263903983,0
20,0,0.084,0.046,300,100,0.8,1,-0.392386622,0
40,0,0.084,0.046,300,100,0.8,1,2.572686102,1
-40,2,0.084,0.046,300,100,0.8,1,-23.64006054,0
-20,2,0.084,0.046,300,100,0.8,1,-6.371281687,0
0,2,0.084,0.046,300,100,0.8,1,-3.562004086,0
20,2,0.084,0.046,300,100,0.8,1,-0.759880953,0
40,2,0.084,0.046,300,100,0.8,1,2.150650074,1
-40,4,0.084,0.046,300,100,0.8,1,-24.92707558,0
-20,4,0.084,0.046,300,100,0.8,1,-7.413932912,0
0,4,0.084,0.046,300,100,0.8,1,-4.028428697,0
20,4,0.084,0.046,300,100,0.8,1,-1.385875869,0
40,4,0.084,0.046,300,100,0.8,1,1.39178609,1
-40,6,0.084,0.046,300,100,0.8,1,-25.3739035,0
-20,6,0.084,0.046,300,100,0.8,1,-8.640953083,0
0,6,0.084,0.046,300,100,0.8,1,-4.410838585,0
20,6,0.084,0.046,300,100,0.8,1,-1.910560954,0
40,6,0.084,0.046,300,100,0.8,1,0.617024183,1
-40,0,0.168,0.046,300,100,0.8,1,-16.9663352,0
-20,0,0.168,0.046,300,100,0.8,1,2.385328122,1
0,0,0.168,0.046,300,100,0.8,1,8.085712034,1
20,0,0.168,0.046,300,100,0.8,1,13.82874676,1
40,0,0.168,0.046,300,100,0.8,1,19.7588922,1
-40,2,0.168,0.046,300,100,0.8,1,-18.78202874,0
-20,2,0.168,0.046,300,100,0.8,1,1.870956625,1
0,2,0.168,0.046,300,100,0.8,1,7.489511828,1
20,2,0.168,0.046,300,100,0.8,1,13.09375809,1
40,2,0.168,0.046,300,100,0.8,1,18.91482015,1
-40,4,0.168,0.046,300,100,0.8,1,-20.4261797,0
-20,4,0.168,0.046,300,100,0.8,1,0.465000835,1
0,4,0.168,0.046,300,100,0.8,1,6.556662606,1
20,4,0.168,0.046,300,100,0.8,1,11.84176826,1
40,4,0.168,0.046,300,100,0.8,1,17.39709218,1
-40,6,0.168,0.046,300,100,0.8,1,-20.94290415,0
-20,6,0.168,0.046,300,100,0.8,1,-0.897519527,0
0,6,0.168,0.046,300,100,0.8,1,5.79184283,1
20,6,0.168,0.046,300,100,0.8,1,10.79239809,1
40,6,0.168,0.046,300,100,0.8,1,15.84756837,1
-40,0,0.042,0.092,300,100,0.8,1,-12.08144617,0
-20,0,0.042,0.092,300,100,0.8,1,15.02267203,1
0,0,0.042,0.092,300,100,0.8,1,16.44776801,1
20,0,0.042,0.092,300,100,0.8,1,17.88352669,1
40,0,0.042,0.092,300,100,0.8,1,19.36606305,1
-40,2,0.042,0.092,300,100,0.8,1,-14.56716877,0
-20,2,0.042,0.092,300,100,0.8,1,14.89407916,1
0,2,0.042,0.092,300,100,0.8,1,16.29871796,1
20,2,0.042,0.092,300,100,0.8,1,17.69977952,1
40,2,0.042,0.092,300,100,0.8,1,19.15504504,1
-40,4,0.042,0.092,300,100,0.8,1,-16.60549498,0
-20,4,0.042,0.092,300,100,0.8,1,13.35373355,1
0,4,0.042,0.092,300,100,0.8,1,16.06550565,1
20,4,0.042,0.092,300,100,0.8,1,17.38678207,1
40,4,0.042,0.092,300,100,0.8,1,18.77561304,1
-40,6,0.042,0.092,300,100,0.8,1,-17.39430602,0
-20,6,0.042,0.092,300,100,0.8,1,11.1029435,1
0,6,0.042,0.092,300,100,0.8,1,15.87430071,1
20,6,0.042,0.092,300,100,0.8,1,17.12443952,1
40,6,0.042,0.092,300,100,0.8,1,18.38823209,1
-40,0,0.084,0.092,300,100,0.8,1,-9.488763921,0
-20,0,0.084,0.092,300,100,0.8,1,19.27238406,1
0,0,0.084,0.092,300,100,0.8,1,22.12257602,1
20,0,0.084,0.092,300,100,0.8,1,24.99409338,1
40,0,0.084,0.092,300,100,0.8,1,27.9591661,1
-40,2,0.084,0.092,300,100,0.8,1,-12.13815287,0
-20,2,0.084,0.092,300,100,0.8,1,19.01519831,1
0,2,0.084,0.092,300,100,0.8,1,21.82447591,1
20,2,0.084,0.092,300,100,0.8,1,24.62659905,1
40,2,0.084,0.092,300,100,0.8,1,27.53713007,1
-40,4,0.084,0.092,300,100,0.8,1,-14.35504704,0
-20,4,0.084,0.092,300,100,0.8,1,17.29320043,1
0,4,0.084,0.092,300,100,0.8,1,21.3580513,1
20,4,0.084,0.092,300,100,0.8,1,24.00060413,1
40,4,0.084,0.092,300,100,0.8,1,26.77826609,1
-40,6,0.084,0.092,300,100,0.8,1,-15.17880634,0
-20,6,0.084,0.092,300,100,0.8,1,14.97466028,1
0,6,0.084,0.092,300,100,0.8,1,20.97564141,1
20,6,0.084,0.092,300,100,0.8,1,23.47591905,1
40,6,0.084,0.092,300,100,0.8,1,26.00350418,1
-40,0,0.168,0.092,300,100,0.8,1,-4.303399417,0
-20,0,0.168,0.092,300,100,0.8,1,27.77180812,1
0,0,0.168,0.092,300,100,0.8,1,33.47219203,1
20,0,0.168,0.092,300,100,0.8,1,39.21522676,1
40,0,0.168,0.092,300,100,0.8,1,45.1453722,1
-40,2,0.168,0.092,300,100,0.8,1,-7.280121074,0
-20,2,0.168,0.092,300,100,0.8,1,27.25743663,1
0,2,0.168,0.092,300,100,0.8,1,32.87599183,1
20,2,0.168,0.092,300,100,0.8,1,38.48023809,1
40,2,0.168,0.092,300,100,0.8,1,44.30130015,1
-40,4,0.168,0.092,300,100,0.8,1,-9.854151159,0
-20,4,0.168,0.092,300,100,0.8,1,25.17213418,1
0,4,0.168,0.092,300,100,0.8,1,31.94314261,1
20,4,0.168,0.092,300,100,0.8,1,37.22824826,1
40,4,0.168,0.092,300,100,0.8,1,42.78357218,1
-40,6,0.168,0.092,300,100,0.8,1,-10.747807,0
-20,6,0.168,0.092,300,100,0.8,1,22.71809383,1
0,6,0.168,0.092,300,100,0.8,1,31.17832283,1
20,6,0.168,0.092,300,100,0.8,1,36.17887809,1
40,6,0.168,0.092,300,100,0.8,1,41.23404837,1
-40,0,0.042,0.023,100,50,0.9,1,-4.960331086,0
-20,0,0.042,0.023,100,50,0.9,1,2.474166034,1
0,0,0.042,0.023,100,50,0.9,1,4.07739901,1
20,0,0.042,0.023,100,50,0.9,1,5.692627525,1
40,0,0.042,0.023,100,50,0.9,1,7.360480933,1
-40,2,0.042,0.023,100,50,0.9,1,-5.797534052,0
-20,2,0.042,0.023,100,50,0.9,1,2.329499051,1
0,2,0.042,0.023,100,50,0.9,1,3.909717702,1
20,2,0.042,0.023,100,50,0.9,1,5.485911964,1
40,2,0.042,0.023,100,50,0.9,1,7.123085666,1
-40,4,0.042,0.023,100,50,0.9,1,-6.521480014,0
-20,4,0.042,0.023,100,50,0.9,1,2.125140233,1
0,4,0.042,0.023,100,50,0.9,1,3.647353858,1
20,4,0.042,0.023,100,50,0.9,1,5.133789824,1
40,4,0.042,0.023,100,50,0.9,1,6.696224675,1
-40,6,0.042,0.023,100,50,0.9,1,-6.772820718,0
-20,6,0.042,0.023,100,50,0.9,1,2.048921375,1
0,6,0.042,0.023,100,50,0.9,1,3.432248296,1
20,6,0.042,0.023,100,50,0.9,1,4.838654463,1
40,6,0.042,0.023,100,50,0.9,1,6.260421103,1
-40,0,0.084,0.023,100,50,0.9,1,-2.043563552,0
-20,0,0.084,0.023,100,50,0.9,1,7.255092069,1
0,0,0.084,0.023,100,50,0.9,1,10.46155802,1
20,0,0.084,0.023,100,50,0.9,1,13.69201505,1
40,0,0.084,0.023,100,50,0.9,1,17.02772187,1
-40,2,0.084,0.023,100,50,0.9,1,-3.064891167,0
-20,2,0.084,0.023,100,50,0.9,1,6.965758102,1
0,2,0.084,0.023,100,50,0.9,1,10.1261954,1
20,2,0.084,0.023,100,50,0.9,1,13.27858393,1
40,2,0.084,0.023,100,50,0.9,1,16.55293133,1
-40,4,0.084,0.023,100,50,0.9,1,-3.989726081,0
-20,4,0.084,0.023,100,50,0.9,1,6.557040466,1
0,4,0.084,0.023,100,50,0.9,1,9.601467716,1
20,4,0.084,0.023,100,50,0.9,1,12.57433965,1
40,4,0.084,0.023,100,50,0.9,1,15.69920935,1
-40,6,0.084,0.023,100,50,0.9,1,-4.280383585,0
-20,6,0.084,0.023,100,50,0.9,1,6.40460275,1
0,6,0.084,0.023,100,50,0.9,1,9.171256592,1
20,6,0.084,0.023,100,50,0.9,1,11.98406893,1
40,6,0.084,0.023,100,50,0.9,1,14.82760221,1
-40,0,0.168,0.023,100,50,0.9,1,3.789971516,1
-20,0,0.168,0.023,100,50,0.9,1,16.81694414,1
0,0,0.168,0.023,100,50,0.9,1,23.22987604,1
20,0,0.168,0.023,100,50,0.9,1,29.6907901,1
40,0,0.168,0.023,100,50,0.9,1,36.36220373,1
-40,2,0.168,0.023,100,50,0.9,1,2.400394605,1
-20,2,0.168,0.023,100,50,0.9,1,16.2382762,1
0,2,0.168,0.023,100,50,0.9,1,22.55915081,1
20,2,0.168,0.023,100,50,0.9,1,28.86392786,1
40,2,0.168,0.023,100,50,0.9,1,35.41262267,1
-40,4,0.168,0.023,100,50,0.9,1,1.073781784,1
-20,4,0.168,0.023,100,50,0.9,1,15.42084093,1
0,4,0.168,0.023,100,50,0.9,1,21.50969543,1
20,4,0.168,0.023,100,50,0.9,1,27.4554393,1
40,4,0.168,0.023,100,50,0.9,1,33.7051787,1
-40,6,0.168,0.023,100,50,0.9,1,0.704490682,1
-20,6,0.168,0.023,100,50,0.9,1,15.1159655,1
0,6,0.168,0.023,100,50,0.9,1,20.64927318,1
20,6,0.168,0.023,100,50,0.9,1,26.27489785,1
40,6,0.168,0.023,100,50,0.9,1,31.96196441,1
-40,0,0.042,0.046,100,50,0.9,1,2.162570294,1
-20,0,0.042,0.046,100,50,0.9,1,15.16740603,1
0,0,0.042,0.046,100,50,0.9,1,16.77063901,1
20,0,0.042,0.046,100,50,0.9,1,18.38586753,1
40,0,0.042,0.046,100,50,0.9,1,20.05372093,1
-40,2,0.042,0.046,100,50,0.9,1,0.67228901,1
-20,2,0.042,0.046,100,50,0.9,1,15.02273905,1
0,2,0.042,0.046,100,50,0.9,1,16.6029577,1
20,2,0.042,0.046,100,50,0.9,1,18.17915196,1
40,2,0.042,0.046,100,50,0.9,1,19.81632567,1
-40,4,0.042,0.046,100,50,0.9,1,-0.574713959,0
-20,4,0.042,0.046,100,50,0.9,1,14.81838023,1
